premise,hypothesis,label
A multitude of people in swim-wear play in the water in front of a white wall while people behind a row of bicycles look on.,"A group of strangers play in the water, while others watch.",1
Two people sitting at a table in a restaurant.,Two people are getting ready to eat dinner.,1
Two people sitting at a table in a restaurant.,Two people are getting ready to fight.,2
A child on a plastic sled.,The child is on a sled.,0
A child on a plastic sled.,The child is on a bike.,2
A man and woman stand in front of a large red modern statue.,The man and woman are not sitting.,0
A man and woman stand in front of a large red modern statue.,The man and woman are indoors.,1
A man riding his bicycle near the ocean.,The man rides his bicycle.,0
A man riding his bicycle near the ocean.,The man rides his bicycle fast.,1
Three women playing volleyball and two are jumping to attempt to block a shot.,The women are sitting.,2
Three women playing volleyball and two are jumping to attempt to block a shot.,The women are good volleyball players.,1
"a young girl climbs a rock wall, in a purple dress.",A girl in a green dress is climbing a wall.,2
"a young girl climbs a rock wall, in a purple dress.",A girl in a purple dress is climbing a slippery wall.,1
A woman with sunglasses on her head is carrying a blond toddler.,a woman carries her dad after he is tired from school,2
A woman with sunglasses on her head is carrying a blond toddler.,a woman carries a kid.,0
"A woman in a beige blazer and sunglasses stares toward a man in a striped t-shirt, who is staring at two smiling women in military attire on a city sidewalk.",A woman stares at the man who stares at two other women.,0
"A woman in a beige blazer and sunglasses stares toward a man in a striped t-shirt, who is staring at two smiling women in military attire on a city sidewalk.",A woman is minding her own business.,2
Asian police in blue uniforms are standing in front of a construction site.,There is an African police officer.,2
Asian police in blue uniforms are standing in front of a construction site.,There is an Asian police detective.,1
A person wearing a purple helmet is snowboarding down a hillside.,A person is wearing a helmet indoors,2
A person wearing a purple helmet is snowboarding down a hillside.,A person is wearing a face helmet outside.,0
A football player pushes a weight sled across the football field,A soccer player is pushing an object outside.,2
A football player pushes a weight sled across the football field,A large football player is pushing an object outside.,1
An old man with a mustache is sitting down holding a gun and smiling.,A man has a dog.,2
An old man with a mustache is sitting down holding a gun and smiling.,A man has a powerful firearm.,1
Two cyclists traverse a green terrain.,The cyclists are indoors.,2
Two cyclists traverse a green terrain.,The professional cyclists are outdoors.,1
A woman is looking out of a window while cleaning a broken flower pot.,A woman looking out the window.,0
A woman is looking out of a window while cleaning a broken flower pot.,A woman looking out the big window.,1
Soldier sitting on top of Jeep holding a machine gun and soldier sitting inside.,The soldiers are travelling in a minivan.,2
Soldier sitting on top of Jeep holding a machine gun and soldier sitting inside.,The soldiers are travelling in a Jeep.,0
Several men climbing a pole as a crowd watches them.,The men are climbing a pole quickly.,1
Several men climbing a pole as a crowd watches them.,The men are climbing a pole.,0
Two men paint a curb on a busy street corner.,Two tennis players paint the curb.,1
Two men paint a curb on a busy street corner.,Two men paint the curb.,0
"Three people looking concerned facing us, a girl in a backback facing away.",One of the people is a girl.,0
"Three people looking concerned facing us, a girl in a backback facing away.",None of the people are girls.,2
a lady walking down the street holding something on top of her head,A lady walks down the street.,0
a lady walking down the street holding something on top of her head,A lady sits on the street.,2
"A long-haired musician, playing his guitar in a performance.","A musician, playing his guitar in a performance.",0
"A long-haired musician, playing his guitar in a performance.","A long-haired musician, playing his drums and singing in a performance.",2
A family is observing a flying show.,They are watching airplanes.,1
A family is observing a flying show.,The family is inside the house.,2
the two boys playing guitar,Two boys are playing.,0
the two boys playing guitar,Two boys are singing a duet.,1
"A boy is standing in a boat, holding up a fish to the camera and smiling.",A boy smiles into the camera holding a crab.,2
"A boy is standing in a boat, holding up a fish to the camera and smiling.",A Canadian boy stands on a boat holding a fish.,1
A cowboy on the back of a galloping horse.,A cowboy stands next to the horse.,2
A cowboy on the back of a galloping horse.,A cowboy is on the brown horse.,1
The person is standing far away while another person is taking a picture.,The person is standing far away while another is taking a picture.,0
The person is standing far away while another person is taking a picture.,The tall person is standing far away while another is taking a picture.,1
